stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1360,1360,"Triphammer @ Country Club Rd",,42.458395,-76.482203,,,0,,0
1361,1361,"Triphammer @ Country Club Rd",,42.458408,-76.482085,,,0,,0
1362,1362,"Triphammer @ Oak Hill",,42.460621,-76.482161,,,0,,0
1363,1363,"Triphammer @ Oak Hill",,42.460395,-76.481872,,,0,,0
1367,1367,"Triphammer @ Iroquois",,42.462852,-76.483383,,,0,,0
1368,1368,"Triphammer @ Iroquois",,42.463116,-76.483596,,,0,,0
1371,1371,"Northway @ Triphammer",,42.466319,-76.484359,,,0,,0
1372,1372,"Triphammer @ Northway",,42.466553,-76.484207,,,0,,0
1373,1373,"Triphammer @ Northway",,42.466339,-76.484116,,,0,,0
1375,1375,"The Parkway @ Upland",,42.463626,-76.486542,,,0,,0
1376,1376,"The Parkway @ Upland",,42.463799,-76.486687,,,0,,0
1377,1377,"The Parkway @ Northway",,42.465145,-76.48671,,,0,,0
1378,1378,"Northway @ The Parkway",,42.46542,-76.486692,,,0,,0
1508,1508,"University @ Stewart",,42.449355,-76.490225,,,0,,0
1511,1511,"Boldt Hall",,42.449238,-76.488692,,,0,,0
1512,1512,"Baker Flagpole  - Slope Side",,42.447543,-76.487563,,,0,,0
1513,1513,"Baker Flagpole",,42.447533,-76.487708,,,0,,0
1520,1520,"Milstein Hall",,42.451427,-76.483691,,,0,,0
1521,1521,"Milstein Hall",,42.451355,-76.483688,,,0,,0
1524,1524,"Goldwin Smith Hall",,42.449841,-76.482941,,,0,,0
1525,1525,"Rockefeller Hall",,42.4496,-76.482788,,,0,,0
1530,1530,"Anabel Taylor Hall",,42.444789,-76.485137,,,0,,0
1531,1531,"Carpenter Hall",,42.444888,-76.484993,,,0,,0
1533,1533,"Statler Hall",,42.446033,-76.482589,,,0,,0
1534,1534,"Sage Hall",,42.445351,-76.482689,,,0,,0
1535,1535,"Campus @ Gates Hall",,42.445185,-76.480429,,,0,,0
1536,1536,"Hoy @ Hoy Field",,42.4445,-76.481597,,,0,,0
1540,1540,"Uris Hall Across Street",,42.44759,-76.482399,,,0,,0
1541,1541,"Uris Hall",,42.447525,-76.482079,,,0,,0
1542,1542,"Kennedy Hall",,42.447623,-76.479438,,,0,,0
1543,1543,"Corson/Mudd Hall",,42.44754,-76.479323,,,0,,0
1544,1544,"Bradfield Hall",,42.447631,-76.475818,,,0,,0
1545,1545,"Bradfield Hall Across Street",,42.447532,-76.475578,,,0,,0
1546,1546,"Dairy Bar Across Street",,42.447664,-76.471355,,,0,,0
1547,1547,"Dairy Bar",,42.44751,-76.471199,,,0,,0
1549,1549,"Garden@Tower",,42.447387,-76.47969,,,0,,0
1553,1553,"Boyce Thompson Institute",,42.447426,-76.467632,,,0,,0
1555,1555,"Vet School",,42.447326,-76.46675,,,0,,0
1556,1556,"Vet Medical Center",,42.446373,-76.464867,,,0,,0
1557,1557,"Vet Medical Center",,42.446283,-76.464808,,,0,,0
1562,1562,"Campus @ Tower",,42.44587,-76.466212,,,0,,0
1564,1564,"Campus @ Judd Falls",,42.445389,-76.469336,,,0,,0
165,165,"Ithaca Commons - Green St",,42.438607,-76.497657,,,0,,0
1701,1701,"State/MLK @ Stewart",,42.439193,-76.49186,,,0,,0
1702,1702,"State/MLK @ Stewart",,42.439377,-76.491007,,,0,,0
1703,1703,"State/MLK @ Quarry",,42.438679,-76.488631,,,0,,0
1704,1704,"State/MLK @ Quarry",,42.438667,-76.488418,,,0,,0
1708,1708,"State/MLK @ Giles",,42.432598,-76.478141,,,0,,0
1709,1709,"State/MLK @ Cornell",,42.432689,-76.478127,,,0,,0
171,171,"Aurora @ State/MLK",,42.439273,-76.495399,,,0,,0
1710,1710,"College @ Mitchell",,42.43777,-76.485129,,,0,,0
1711,1711,"College @ Mitchell",,42.437831,-76.485023,,,0,,0
1712,1712,"Mitchell @ College",,42.437716,-76.484931,,,0,,0
1713,1713,"Mitchell @ College",,42.437607,-76.484871,,,0,,0
1714,1714,"Catherine Commons",,42.439773,-76.485231,,,0,,0
1715,1715,"Collegetown Crossing",,42.440639,-76.485152,,,0,,0
1716,1716,"Schwartz Performing Arts Center",,42.442557,-76.485336,,,0,,0
1719,1719,"College @ Oak",,42.44237,-76.485214,,,0,,0
172,172,"Ithaca Commons - Aurora St",,42.439243,-76.495517,,,0,,0
1721,1721,"Stewart @ Seneca",,42.440589,-76.489722,,,0,,0
1722,1722,"Stewart @ Seneca",,42.440757,-76.489804,,,0,,0
1725,1725,"Stewart @ Williams",,42.442618,-76.489769,,,0,,0
1726,1726,"Stewart @ Williams",,42.442543,-76.489905,,,0,,0
1746,1746,"Ithaca @ Elmwood",,42.439449,-76.478958,,,0,,0
1747,1747,"Ithaca @ Elmwood",,42.439339,-76.478911,,,0,,0
1751,1751,"Humphreys Service Building",,42.442244,-76.476653,,,0,,0
1752,1752,"Humphreys Service Building",,42.442383,-76.476718,,,0,,0
1753,1753,"Maple @ Veterans - Maplewood Apts",,42.441184,-76.475128,,,0,,0
1754,1754,"Maple @ Veterans - Maplewood Apts",,42.441321,-76.474981,,,0,,0
1755,1755,"Dryden @ Pine Tree Rd",,42.443626,-76.470572,,,0,,0
1756,1756,"Dryden @ Synchrotron Dr",,42.443834,-76.470211,,,0,,0
1767,1767,"Pine Tree at East Hill Plaza",,42.437576,-76.46508,,,0,,0
1768,1768,"Pine Tree at East Hill Plaza",,42.437606,-76.465247,,,0,,0
1769,1769,"CISER",,42.438489,-76.465182,,,0,,0
1770,1770,"CISER",,42.438629,-76.465202,,,0,,0
1771,1771,"East Hill Office Building",,42.438673,-76.463091,,,0,,0
1772,1772,"East Hill Office Building",,42.438555,-76.462996,,,0,,0
1774,1774,"East Hill Plaza",,42.437667,-76.462781,,,0,,0
2309,2309,"EcoVillage",,42.448138,-76.540106,,,0,,0
2310,2310,"EcoVillage",,42.448265,-76.540221,,,0,,0
2315,2315,"Mecklenburg Rd @ Sheffield",,42.447334,-76.571394,,,0,,0
2316,2316,"Mecklenburg Rd @ Sheffield",,42.447401,-76.571057,,,0,,0
2319,2319,"Mecklenburg Rd @ Van Dorn",,42.452053,-76.591422,,,0,,0
2320,2320,"Mecklenburg Rd @ Van Dorn",,42.452098,-76.590964,,,0,,0
2323,2323,"Mecklenburg Rd @ Applegate",,42.451522,-76.611549,,,0,,0
2324,2324,"Mecklenburg Rd @ Applegate",,42.451603,-76.611176,,,0,,0
2325,2325,"Mecklenburg Rd at Sandy Creek",,42.451069,-76.626183,,,0,,0
2326,2326,"Mecklenburg Rd at Sandy Creek",,42.451203,-76.626025,,,0,,0
2329,2329,"Enfield Elementary",,42.449695,-76.631004,,,0,,0
2330,2330,"Enfield Elementary",,42.449687,-76.631104,,,0,,0
2333,2333,"Enfield Park and Ride",,42.43819,-76.630757,,,0,,0
2334,2334,"Enfield Park and Ride",,42.43822,-76.630882,,,0,,0
2337,2337,"Enfield Main Rd @ Bostwick",,42.421383,-76.629353,,,0,,0
2338,2338,"Enfield Main Rd @ Bostwick",,42.421534,-76.629516,,,0,,0
2339,2339,"Enfield Highway Department",,42.416318,-76.62722,,,0,,0
2511,2511,"Candlewyck Park Apts",,42.459968,-76.528595,,,0,,0
2514,2514,"Trumansburg Rd @ Bundy",,42.460574,-76.52977,,,0,,0
2533,2533,"1229 Trumansburg Rd - Cayuga Ridge",,42.462474,-76.532729,,,0,,0
2534,2534,"1229 Trumansburg Rd - Cayuga Ridge",,42.462429,-76.532851,,,0,,0
2542,2542,"Overlook Apts",,42.465775,-76.540717,,,0,,0
2543,2543,"Cayuga Meadows",,42.464471,-76.54106,,,0,,0
2545,2545,"Cayuga Medical ER",,42.469111,-76.53834,,,0,,0
2546,2546,"Cayuga Medical Center",,42.468319,-76.537128,,,0,,0
2547,2547,"Museum of the Earth",,42.467204,-76.536995,,,0,,0
2550,2550,"Trumansburg Rd at CMC",,42.466614,-76.539749,,,0,,0
2555,2555,"Trumansburg Rd at Professional Building",,42.467991,-76.541824,,,0,,0
2556,2556,"Trumansburg Rd at Professional Building",,42.46786,-76.541779,,,0,,0
2557,2557,"Professional Building",,42.468006,-76.541252,,,0,,0
2559,2559,"Trumansburg Rd @ Dubois",,42.471375,-76.547049,,,0,,0
2560,2560,"Trumansburg Rd @ Dubois",,42.471432,-76.547416,,,0,,0
2563,2563,"Trumansburg Rd @ Woolf",,42.477474,-76.557503,,,0,,0
2564,2564,"Trumansburg Rd @ Woolf",,42.477557,-76.557755,,,0,,0
2567,2567,"Trumansburg Rd @ Iradell",,42.480034,-76.560836,,,0,,0
2568,2568,"Trumansburg Rd @ Iradell",,42.480185,-76.561194,,,0,,0
2573,2573,"Trumansburg Rd @ Krums Corner",,42.486095,-76.57325,,,0,,0
2574,2574,"Trumansburg Rd @ Krums Corner",,42.486118,-76.57357,,,0,,0
2577,2577,"Trumansburg Rd @ Perry City Rd",,42.495719,-76.595811,,,0,,0
2578,2578,"Trumansburg Rd @ Perry City Rd",,42.495911,-76.596427,,,0,,0
2581,2581,"Trumansburg Rd @ Colegrove",,42.505047,-76.610146,,,0,,0
2582,2582,"Trumansburg Rd @ Colegrove",,42.505081,-76.610366,,,0,,0
2583,2583,"Jacksonville Post Office",,42.507759,-76.61383,,,0,,0
2584,2584,"Jacksonville Post Office",,42.507713,-76.613922,,,0,,0
2611,2611,"Trumansburg Rd at Shur-Save",,42.534091,-76.642525,,,0,,0
2612,2612,"Trumansburg Rd at Kinney Drugs",,42.534015,-76.642585,,,0,,0
2615,2615,"E Main @ Cemetery Rd",,42.536742,-76.647865,,,0,,0
2616,2616,"E Main @ Cemetery Rd",,42.536655,-76.647957,,,0,,0
2619,2619,"Trumansburg Central School",,42.539295,-76.653045,,,0,,0
2620,2620,"Trumansburg Central School",,42.539268,-76.653205,,,0,,0
2623,2623,"Main @ South (Trumansburg)",,42.541087,-76.658729,,,0,,0
2624,2624,"Main @ South (Trumansburg)",,42.540898,-76.658592,,,0,,0
2627,2627,"Main @ Washington (Trumansburg)",,42.54217,-76.662697,,,0,,0
2628,2628,"Main @ Washington (Trumansburg)",,42.542071,-76.662787,,,0,,0
2631,2631,"Trumansburg Park and Ride",,42.541859,-76.666535,,,0,,0
2641,2641,"Juniper Manor",,42.54039,-76.663954,,,0,,0
2669,2669,"Main @ Seneca (Trumansburg)",,42.547259,-76.672882,,,0,,0
2670,2670,"Seneca @ Main (Trumansburg)",,42.547304,-76.673165,,,0,,0
2671,2671,"Compass MHC",,42.547054,-76.677613,,,0,,0
3111,3111,"East Shore Dr @ Burdick Hill",,42.497779,-76.50972,,,0,,0
3112,3112,"East Shore Dr @ Burdick Hill",,42.497959,-76.509857,,,0,,0
3115,3115,"East Shore Dr @ Waterwagon",,42.515567,-76.508316,,,0,,0
3116,3116,"East Shore Dr @ Waterwagon",,42.515717,-76.508429,,,0,,0
3119,3119,"East Shore Dr @ Asbury",,42.524967,-76.500092,,,0,,0
3120,3120,"East Shore Dr @ Asbury",,42.52512,-76.50029,,,0,,0
3129,3129,"East Shore Dr @ Cayuga Vista",,42.532883,-76.502799,,,0,,0
313,313,"Hudson @ Columbia",,42.43579,-76.492255,,,0,,0
3130,3130,"East Shore Dr @ Cayuga Vista",,42.532848,-76.502991,,,0,,0
3137,3137,"Lansing Town Hall",,42.537831,-76.502388,,,0,,0
3139,3139,"East Shore Dr @ Auburn Rd",,42.537677,-76.505966,,,0,,0
314,314,"Hudson @ Columbia",,42.435935,-76.492377,,,0,,0
3140,3140,"East Shore Dr @ Ridge Rd",,42.53749,-76.50618,,,0,,0
3141,3141,"Ridge Rd @ Conlon",,42.537963,-76.507819,,,0,,0
3142,3142,"Ridge Rd @ Conlon",,42.538041,-76.507583,,,0,,0
3149,3149,"Ridge Rd @ Brickyard",,42.543377,-76.525161,,,0,,0
3150,3150,"Ridge Rd @ Brickyard",,42.543429,-76.524825,,,0,,0
3154,3154,"Lansing Middle School",,42.542797,-76.536989,,,0,,0
317,317,"Hudson at South Hill School",,42.433704,-76.49163,,,0,,0
318,318,"Hudson at South Hill School",,42.433723,-76.491736,,,0,,0
323,323,"Hudson @ Pearsall",,42.431451,-76.49212,,,0,,0
324,324,"Hudson @ Grandview",,42.431004,-76.492423,,,0,,0
327,327,"Coddington @ Hudson",,42.429076,-76.491089,,,0,,0
328,328,"Hudson @ Coddington",,42.429347,-76.491463,,,0,,0
329,329,"Coddington at Ithaca College",,42.426822,-76.488838,,,0,,0
330,330,"Coddington at Ithaca College",,42.426818,-76.488936,,,0,,0
3305,3305,"Warren @ Asbury",,42.524665,-76.47261,,,0,,0
3306,3306,"Asbury @ Warren",,42.524704,-76.472845,,,0,,0
3309,3309,"Asbury @ Armstrong",,42.526838,-76.484113,,,0,,0
3310,3310,"Asbury @ Armstrong",,42.52695,-76.48381,,,0,,0
3312,3312,"Asbury @ Triphammer",,42.526787,-76.491691,,,0,,0
3313,3313,"Triphammer @ Asbury Rd",,42.526585,-76.491776,,,0,,0
3314,3314,"Triphammer @ Asbury",,42.526794,-76.491958,,,0,,0
3315,3315,"Triphammer @ Peruville",,42.538321,-76.492561,,,0,,0
3316,3316,"Triphammer @ Peruville",,42.538001,-76.492682,,,0,,0
337,337,"Ithaca College - Garden Apts",,42.425053,-76.492081,,,0,,0
338,338,"Ithaca College - Garden Apts",,42.425193,-76.491932,,,0,,0
339,339,"Ithaca College - Roy Park School",,42.424273,-76.495437,,,0,,0
340,340,"Ithaca College - Roy Park School",,42.424351,-76.495421,,,0,,0
341,341,"Ithaca College - Main Entrance",,42.421406,-76.499976,,,0,,0
342,342,"Ithaca College - Alumni Circle",,42.421803,-76.499657,,,0,,0
343,343,"Ithaca College - Alumni Circle",,42.42173,-76.499404,,,0,,0
348,348,"Ithaca College - Butterfield Stadium",,42.419464,-76.498458,,,0,,0
349,349,"Ithaca College - The Towers",,42.420352,-76.494419,,,0,,0
351,351,"Ithaca College - Terrace Apts",,42.419608,-76.496589,,,0,,0
3511,3511,"Triphammer @ Hanshaw",,42.469691,-76.480324,,,0,,0
3512,3512,"Triphammer @ Hanshaw",,42.469814,-76.480643,,,0,,0
3515,3515,"Triphammer @ Texas",,42.472656,-76.481323,,,0,,0
3516,3516,"Triphammer @ Spruce",,42.472545,-76.481438,,,0,,0
3519,3519,"Triphammer @ Winthrop",,42.475204,-76.481627,,,0,,0
352,352,"Ithaca College - Terrace Apts",,42.419699,-76.49659,,,0,,0
3520,3520,"Triphammer @ Winthrop",,42.475215,-76.481857,,,0,,0
3521,3521,"Triphammer at Kendal",,42.476626,-76.48175,,,0,,0
3522,3522,"Triphammer at Kendal",,42.476657,-76.481978,,,0,,0
3523,3523,"Sheraton @ Triphammer",,42.47816,-76.481316,,,0,,0
3524,3524,"Sheraton @ Triphammer",,42.47824,-76.481407,,,0,,0
3525,3525,"Lansing West Apts",,42.479057,-76.482612,,,0,,0
3526,3526,"Triphammer Marketplace",,42.478714,-76.482215,,,0,,0
3547,3547,"Cinema @ Sheraton",,42.478606,-76.478294,,,0,,0
3548,3548,"Cinema @ Sheraton",,42.478652,-76.478393,,,0,,0
3549,3549,"Cinema @ Uptown",,42.480975,-76.478438,,,0,,0
3550,3550,"Uptown @ Cinema",,42.48116,-76.478339,,,0,,0
3553,3553,"Uptown Village Apts",,42.478473,-76.472534,,,0,,0
3554,3554,"Uptown Village Apts",,42.478493,-76.472696,,,0,,0
3555,3555,"Gaslight Village Apts",,42.481285,-76.474915,,,0,,0
3556,3556,"Gaslight Village Apts",,42.481357,-76.474923,,,0,,0
3557,3557,"University Park Apts",,42.48074,-76.472783,,,0,,0
3558,3558,"University Park Apts",,42.480553,-76.472883,,,0,,0
3559,3559,"Warrenwood Apts",,42.478523,-76.468956,,,0,,0
3560,3560,"Warrenwood Apts",,42.478623,-76.46883,,,0,,0
3579,3579,"Cayuga Mall",,42.483672,-76.485534,,,0,,0
3584,3584,"YMCA",,42.486358,-76.489921,,,0,,0
3586,3586,"Butler@Graham",,42.486073,-76.488791,,,0,,0
3587,3587,"Graham@Butler",,42.486082,-76.488363,,,0,,0
3588,3588,"The Shops at Ithaca Mall",,42.482619,-76.489914,,,0,,0
3593,3593,"Tops Supermarket (Lansing)",,42.482421,-76.486397,,,0,,0
3601,3601,"Triphammer @ Graham",,42.486003,-76.487053,,,0,,0
3605,3605,"Triphammer @ Craft",,42.490371,-76.489594,,,0,,0
3606,3606,"Triphammer @ Craft",,42.490653,-76.489882,,,0,,0
3609,3609,"Triphammer @ Horizon",,42.498305,-76.490303,,,0,,0
361,361,"South Hill Business Park",,42.423557,-76.501975,,,0,,0
3610,3610,"Triphammer @ Burdick Hill",,42.498566,-76.490517,,,0,,0
3613,3613,"Triphammer @ Triphammer Terrace",,42.51596,-76.491187,,,0,,0
3614,3614,"Triphammer @ Waterwagon",,42.516272,-76.491379,,,0,,0
365,365,"Longview",,42.41575,-76.503976,,,0,,0
368,368,"Terrace Apts South",,42.417398,-76.499296,,,0,,0
369,369,"Danby @ Vista",,42.41311,-76.502956,,,0,,0
3711,3711,"Pleasant Grove @ Hanshaw",,42.467655,-76.47782,,,0,,0
3712,3712,"Pleasant Grove @ Hanshaw",,42.467318,-76.477897,,,0,,0
3715,3715,"Hanshaw @ Blackstone",,42.466927,-76.470787,,,0,,0
3716,3716,"Hanshaw @ Blackstone",,42.467029,-76.470512,,,0,,0
372,372,"College Circle Apts - North Entrance",,42.413074,-76.500534,,,0,,0
3721,3721,"Warren @ Christopher",,42.472011,-76.464484,,,0,,0
3722,3722,"Warren @ Christopher",,42.472069,-76.464591,,,0,,0
3725,3725,"Warren at BOCES",,42.474791,-76.46585,,,0,,0
3726,3726,"Dewitt Middle School",,42.474888,-76.466103,,,0,,0
3727,3727,"Warren at Warrenwood Apts",,42.477661,-76.466887,,,0,,0
3728,3728,"Warren at Warrenwood Apts",,42.477055,-76.467026,,,0,,0
373,373,"College Circle Apts - Community Building",,42.411591,-76.500485,,,0,,0
3733,3733,"22 Arrowwood Drive",,42.47986,-76.465119,,,0,,0
3735,3735,"10 Brentwood Drive",,42.480506,-76.46402,,,0,,0
3740,3740,"Warren @ Dart",,42.483478,-76.467404,,,0,,0
3741,3741,"Warren @ Dart",,42.483356,-76.467246,,,0,,0
3743,3743,"Warren @ Northwoods",,42.486023,-76.467331,,,0,,0
3744,3744,"Warren @ Northwoods",,42.486297,-76.467536,,,0,,0
3745,3745,"Northwoods Apts",,42.486335,-76.470435,,,0,,0
3747,3747,"Warren Rd Post Office",,42.489956,-76.467559,,,0,,0
3748,3748,"Warren @ Bomax",,42.490176,-76.467796,,,0,,0
3749,3749,"Tompkins County Jail",,42.493011,-76.467758,,,0,,0
3750,3750,"Borg Warner",,42.493339,-76.467926,,,0,,0
3751,3751,"Warren @ Dutch Mill",,42.508018,-76.471714,,,0,,0
3752,3752,"Warren @ Dutch Mill",,42.507893,-76.471825,,,0,,0
3759,3759,"Warren @ Farrell",,42.514465,-76.472069,,,0,,0
376,376,"College Circle Apts - North Lot",,42.412563,-76.49919,,,0,,0
3760,3760,"Warren @ Farrell",,42.514724,-76.472205,,,0,,0
3761,3761,"Springbrook @ Farrell",,42.514566,-76.467884,,,0,,0
3762,3762,"Village Solars South",,42.509425,-76.47081,,,0,,0
3763,3763,"Village Solars South",,42.509343,-76.470815,,,0,,0
3764,3764,"Village Solars North",,42.511528,-76.47081,,,0,,0
3765,3765,"Village Solars North",,42.511448,-76.470795,,,0,,0
3781,3781,"Thornwood @ Brown",,42.487253,-76.464893,,,0,,0
3782,3782,"Brown @ Thornwood",,42.487275,-76.465139,,,0,,0
3783,3783,"Brown @ Culligan",,42.487487,-76.46218,,,0,,0
3784,3784,"Culligan @ Brown",,42.487784,-76.462501,,,0,,0
3785,3785,"Airport",,42.490544,-76.464182,,,0,,0
3790,3790,"Langmuir Lab",,42.485481,-76.458175,,,0,,0
3794,3794,"20 Thornwood Dr",,42.484031,-76.463638,,,0,,0
3900,3900,"Warren @ Hanshaw",,42.467175,-76.466056,,,0,,0
3901,3901,"Hanshaw @ Warren",,42.467075,-76.466278,,,0,,0
3902,3902,"Hanshaw @ Warren",,42.46718,-76.465839,,,0,,0
3903,3903,"Hanshaw @ Muriel",,42.467181,-76.461722,,,0,,0
3904,3904,"Muriel @ Hanshaw",,42.467307,-76.461678,,,0,,0
3905,3905,"Hanshaw @ Salem",,42.467262,-76.458817,,,0,,0
3906,3906,"Hanshaw @ Salem",,42.467339,-76.458504,,,0,,0
3908,3908,"Hanshaw @ Muriel",,42.46728,-76.461485,,,0,,0
3909,3909,"Salem @ Maplewood",,42.469333,-76.45871,,,0,,0
3911,3911,"Salem @ Birchwood",,42.471275,-76.457008,,,0,,0
3915,3915,"Winston Court Apts",,42.475566,-76.457382,,,0,,0
3917,3917,"Winston @ Rose Hill",,42.474049,-76.45826,,,0,,0
3919,3919,"Rose Hill @ Tareyton",,42.474007,-76.459807,,,0,,0
3921,3921,"Rose Hill @ Muriel",,42.473981,-76.461839,,,0,,0
3923,3923,"128 Muriel St",,42.470608,-76.461807,,,0,,0
3931,3931,"Hanshaw @ Sapsucker Woods",,42.467479,-76.450232,,,0,,0
3932,3932,"Sapsucker Woods @ Hanshaw",,42.467547,-76.45037,,,0,,0
3936,3936,"Lab of Ornithology",,42.479395,-76.450333,,,0,,0
3937,3937,"Lab of Ornithology",,42.479298,-76.450334,,,0,,0
3947,3947,"Guthrie Ithaca",,42.476493,-76.432449,,,0,,0
3951,3951,"Hanshaw Village",,42.483364,-76.429214,,,0,,0
4311,4311,"Freeville Rd at William George Academy",,42.505309,-76.334885,,,0,,0
4312,4312,"Freeville Rd at William George Academy",,42.505275,-76.335044,,,0,,0
4315,4315,"Railroad @ Cook (Freeville)",,42.512422,-76.342657,,,0,,0
4316,4316,"Railroad @ Cook (Freeville)",,42.512405,-76.343047,,,0,,0
4318,4318,"Station Park - Freeville",,42.513123,-76.345047,,,0,,0
4321,4321,"Freeville Park and Ride",,42.511939,-76.350422,,,0,,0
4322,4322,"Freeville Park and Ride",,42.512015,-76.350532,,,0,,0
4325,4325,"Rte 38 @ Fall Creek Rd",,42.513823,-76.346795,,,0,,0
4326,4326,"Rte38 @ Main (Freeville)",,42.513981,-76.346892,,,0,,0
4328,4328,"Railroad @ Main (Freeville)",,42.513874,-76.346473,,,0,,0
4335,4335,"Groton Rd @ Peruville",,42.54808,-76.361519,,,0,,0
4336,4336,"Groton Rd @ Peruville",,42.548393,-76.36177,,,0,,0
4351,4351,"Groton High School",,42.580489,-76.36912,,,0,,0
4352,4352,"Groton High School",,42.580642,-76.369202,,,0,,0
4355,4355,"Peru Rd @ Hamilton Square",,42.583397,-76.368422,,,0,,0
4356,4356,"Peru Rd @ Hamilton Square",,42.583527,-76.368505,,,0,,0
4359,4359,"South @ Main (Groton)",,42.584913,-76.365758,,,0,,0
4360,4360,"Main @ South (Groton)",,42.585087,-76.36573,,,0,,0
4361,4361,"Main @ Railroad (Groton)",,42.586338,-76.366043,,,0,,0
4362,4362,"Main @ Railroad (Groton)",,42.586483,-76.36624,,,0,,0
4365,4365,"Groton Speedway",,42.58755,-76.366864,,,0,,0
